slug,title,category,tags,summary,col_labels,compare_rows,article_title,article_lead,exam_points,common_mistakes,memory_tip,related_terms,faq_1_question,faq_1_answer,faq_2_question,faq_2_answer,faq_3_question,faq_3_answer,faq_4_question,faq_4_answer,fact_checked_at
kasai-jishin-cmp-s35,火災・地震：火災保険と地震保険の比較,管理実務,火災保険;地震保険,火災・地震（基礎整理）として火災保険と地震保険の関係を整理します。,火災保険（頻出論点）;地震保険（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""火災保険の論点"", ""地震保険の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「火災保険＝地震保険」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",火災・地震：火災保険と地震保険の比較｜賃貸不動産経営管理士,火災・地震の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,火災保険と地震保険を分離;主体確認;書面・届出;試験の正誤肢に注意,火災保険＝地震保険;主体逆転;手続省略;試験の正誤肢に注意,「火災保険と地震保険を分ける」。,火災保険;地震保険,「火災・地震：火災保険と地震保険の比較」の試験での位置づけは？,火災・地震の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認く… 試験では火災保険と地震保険を分離を軸に、関連条文・数値・主体の取り違えを照合してください。,「火災・地震：火災保険と地震保険の比較」でよくある誤答パターンは？,火災保険＝地震保険;主体逆転;手続省略;試験の正誤肢に注意 誤答肢では主体確認の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「火災・地震：火災保険と地震保険の比較」の覚え方・確認手順は？,「火災・地震：火災保険と地震保険の比較」では火災保険と地震保険を分離を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は火災保険＝地震保険;主体逆転;手続省略;試験の正誤肢に注意。 過去問では条件文の主語入れ替え肢に注意してください。,「火災・地震：火災保険と地震保険の比較」の公式情報はどこで確認しますか？,「火災・地震：火災保険と地震保険の比較」では火災保険と地震保険を分離を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は火災保険＝地震保険;主体逆転;手続省略;試験の正誤肢に注意。 過去問では条件文の主語入れ替え肢に注意してください。,
keiyaku-shomen-cmp-s35,契約書面：管理受託契約書面と管理受託契約重要事項説明の比較,賃貸住宅管理業法,管理受託契約書面;管理受託契約重要事項説明,契約書面（基礎整理）として管理受託契約書面と管理受託契約重要事項説明の関係を整理します。,管理受託契約書面（頻出論点）;管理受託契約重要事項説明（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""管理受託契約書面の論点"", ""管理受託契約重要事項説明の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「管理受託契約書面＝管理受託契約重要事項説明」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",契約書面：管理受託契約書面と管理受託契約重要事項説明の比較｜賃貸不動産経営管理士,契約書面の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,管理受託契約書面と管理受託契約重要事項説明を分離;主体確認;書面・届出;試験の正誤肢に注意,管理受託契約書面＝管理受託契約重要事項説明;主体逆転;手続省略;試験の正誤肢に注意,「管理受託契約書面と管理受託契約重要事項説明を分ける」。,管理受託契約重要事項説明;借地借家法,「管理受託契約書面」と「管理受託契約重要事項説明」の違いは何ですか？,契約書面：管理受託契約書面と管理受託契約重要事項説明（基礎整理）では、比較表の5軸（目的・主体・手続・数値・試験論点）で管理受託契約書面と管理受託契約重要事項説明を並べ、主語と条件文の差を確認してください。,「契約書面：管理受託契約書面と管理受託契約重要事項説明」の比較表の使い方は？,契約書面：管理受託契約書面と管理受託契約重要事項説明は用語の定義と義務主体を先に固定し、比較表で整理してください。 過去問で入れ替わった肢は、表のどの行が逆転したかをメモしてください。 試験では管理受託契約書面と管理受託契約重要事項説明を分離をセットで確認してください。,「契約書面：管理受託契約書面と管理受託契約重要事項説明」で試験に出やすい混同は？,管理受託契約書面＝管理受託契約重要事項説明;主体逆転;手続省略;試験の正誤肢に注意 名称だけで判断せず、管理受託契約書面と管理受託契約重要事項説明それぞれの義務主体を条文で確認してください。 試験では管理受託契約書面と管理受託契約重要事項説明を分離をセットで確認してください。,「契約書面：管理受託契約書面と管理受託契約重要事項説明」の直前復習（基礎整理）は？,比較表を見ずに管理受託契約書面と管理受託契約重要事項説明の違いを口述し、 誤答した設問は逆転した軸（主体・手順・数値）をタグ付けして再演習してください。 試験では管理受託契約書面と管理受託契約重要事項説明を分離をセットで確認してください。,
azukari-kanri-cmp-s35,預り金管理：分別管理義務と敷金の比較,賃貸住宅管理業法,分別管理義務;敷金,預り金管理（基礎整理）として分別管理義務と敷金の関係を整理します。,分別管理義務（頻出論点）;敷金（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""分別管理義務の論点"", ""敷金の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「分別管理義務＝敷金」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",預り金管理：分別管理義務と敷金の比較｜賃貸不動産経営管理士,預り金管理の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,分別管理義務と敷金を分離;主体確認;書面・届出;試験の正誤肢に注意,分別管理義務＝敷金;主体逆転;手続省略;試験の正誤肢に注意,「分別管理義務と敷金を分ける」。,分別管理義務;敷金,「預り金管理：分別管理義務と敷金の比較」の試験での位置づけは？,預り金管理の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認く… 試験では分別管理義務と敷金を分離を軸に、関連条文・数値・主体の取り違えを照合してください。,「預り金管理：分別管理義務と敷金の比較」でよくある誤答パターンは？,分別管理義務＝敷金;主体逆転;手続省略;試験の正誤肢に注意 誤答肢では主体確認の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「預り金管理：分別管理義務と敷金の比較」の覚え方・確認手順は？,「預り金管理：分別管理義務と敷金の比較」では分別管理義務と敷金を分離を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は分別管理義務＝敷金;主体逆転;手続省略;試験の正誤肢に注意。 過去問では条件文の主語入れ替え肢に注意してください。,「預り金管理：分別管理義務と敷金の比較」の公式情報はどこで確認しますか？,「預り金管理：分別管理義務と敷金の比較」では分別管理義務と敷金を分離を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は分別管理義務＝敷金;主体逆転;手続省略;試験の正誤肢に注意。 過去問では条件文の主語入れ替え肢に注意してください。,
shiken-hanrei-cmp-s35,試験頻出判例：サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドラインの比較,賃貸経営・PM/AM,サブリース判例（最高裁平成15.10.21判決等）;サブリースガイドライン,試験頻出判例（基礎整理）としてサブリース判例（最高裁平成15.10.21判決等）とサブリースガイドラインの関係を整理します。,サブリース判例（頻出論点）;サブリースガイドライン（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""サブリース判例（最高裁平成15.10.21判決等）の論点"", ""サブリースガイドラインの論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「サブリース判例（最高裁平成15.10.21判決等）＝サブリースガイドライン」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",試験頻出判例：サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドラインの比較｜賃貸不動産経営管理士,試験頻出判例の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドラインを分離;主体確認;書面・届出;試験の正誤肢に注意,サブリース判例（最高裁平成15.10.21判決等）＝サブリースガイドライン;主体逆転;手続省略;試験の正誤肢に注意,「サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドラインを分ける」。,サブリース判例（最高裁平成15.10.21判決等）;サブリースガイドライン,「サブリース判例」と「サブリースガイドライン」の違いは何ですか？,試験頻出判例：サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドライン（基礎整理）では、比較表の5軸（目的・主体・手続・数値・試験論点）でサブリース判例とサブリースガイドラインを並べ、主語と条件文の差を確認してください。,「試験頻出判例：サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドライン」の比較表の使い方は？,試験頻出判例：サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドラインは用語の定義と義務主体を先に固定し、比較表で整理してください。 過去問で入れ替わった肢は、表のどの行が逆転したかをメモしてください。,「試験頻出判例：サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドライン」で試験に出やすい混同は？,サブリース判例（最高裁平成15.10.21判決等）＝サブリースガイドライン;主体逆転;手続省略;試験の正誤肢に注意 名称だけで判断せず、サブリース判例とサブリースガイドラインそれぞれの義務主体を条文で確認してください。,「試験頻出判例：サブリース判例（最高裁平成15.10.21判決等）とサブリースガイドライン」の直前復習（基礎整理）は？,比較表を見ずにサブリース判例とサブリースガイドラインの違いを口述し、 誤答した設問は逆転した軸（主体・手順・数値）をタグ付けして再演習してください。 試験ではサブリース判例（最高裁平成15.10.21判決等）とサブリースガイドラインを分離をセットで確認してください。,
nyukyo-trouble-cmp-s40,入居トラブル：苦情処理と入居審査の比較,管理実務,苦情処理;入居審査,入居トラブル（基礎整理）として苦情処理と入居審査の関係を整理します。,苦情処理（頻出論点）;入居審査（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""苦情処理の論点"", ""入居審査の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「苦情処理＝入居審査」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",入居トラブル：苦情処理と入居審査の比較｜賃貸不動産経営管理士,入居トラブルの基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,苦情処理と入居審査を分離;主体確認;書面・届出;試験の正誤肢に注意,苦情処理＝入居審査;主体逆転;手続省略;試験の正誤肢に注意,「苦情処理と入居審査を分ける」。,苦情処理;入居審査,入居トラブル：苦情処理と入居審査の比較の要点は？,入居トラブル（基礎整理）として苦情処理と入居審査の関係を整理します。主体・手続・数値を表で整理してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,入居トラブル：苦情処理と入居審査の比較の試験引っかけは？,入居トラブル：苦情処理と入居審査の比較では主体逆転・手続省略・数値混同の肢に注意し、用語集と条文で確認してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,入居トラブル：苦情処理と入居審査の比較の対策は？,入居トラブル：苦情処理と入居審査の比較の比較表・数値表・誤答パターン表を作成し、過去問を反復してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,入居トラブル：苦情処理と入居審査の比較の確認先は？,用語集と賃貸住宅管理業法・借地借家法・協議会要項を参照してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,
genjou-kaifuku-cmp-s40,原状回復協議：原状回復と原状回復ガイドラインの比較,借地借家法,原状回復;原状回復ガイドライン,原状回復協議（基礎整理）として原状回復と原状回復ガイドラインの関係を整理します。,原状回復（頻出論点）;原状回復ガイドライン（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""原状回復の論点"", ""原状回復ガイドラインの論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「原状回復＝原状回復ガイドライン」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",原状回復協議：原状回復と原状回復ガイドラインの比較｜賃貸不動産経営管理士,原状回復協議の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,原状回復と原状回復ガイドラインを分離;主体確認;書面・届出;試験の正誤肢に注意,原状回復＝原状回復ガイドライン;主体逆転;手続省略;試験の正誤肢に注意,「原状回復と原状回復ガイドラインを分ける」。,原状回復;原状回復ガイドライン,原状回復協議：原状回復と原状回復ガイドラインの比較の要点は？,原状回復協議（基礎整理）として原状回復と原状回復ガイドラインの関係を整理します。主体・手続・数値を表で整理してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,原状回復協議：原状回復と原状回復ガイドラインの比較の試験引っかけは？,原状回復協議：原状回復と原状回復ガイドラインの比較では主体逆転・手続省略・数値混同の肢に注意し、用語集と条文で確認してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,原状回復協議：原状回復と原状回復ガイドラインの比較の対策は？,原状回復協議：原状回復と原状回復ガイドラインの比較の比較表・数値表・誤答パターン表を作成し、過去問を反復してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,原状回復協議：原状回復と原状回復ガイドラインの比較の確認先は？,用語集と賃貸住宅管理業法・借地借家法・協議会要項を参照してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,
yachin-taino-cmp-s40,家賃滞納：滞納督促と滞納時の対応の比較,借地借家法,滞納督促;滞納時の対応,家賃滞納（基礎整理）として滞納督促と滞納時の対応の関係を整理します。,滞納督促（頻出論点）;滞納時の対応（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""滞納督促の論点"", ""滞納時の対応の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「滞納督促＝滞納時の対応」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",家賃滞納：滞納督促と滞納時の対応の比較｜賃貸不動産経営管理士,家賃滞納の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,滞納督促と滞納時の対応を分離;主体確認;書面・届出;試験の正誤肢に注意,滞納督促＝滞納時の対応;主体逆転;手続省略;試験の正誤肢に注意,「滞納督促と滞納時の対応を分ける」。,滞納督促;滞納時の対応,家賃滞納：滞納督促と滞納時の対応の比較の要点は？,家賃滞納（基礎整理）として滞納督促と滞納時の対応の関係を整理します。主体・手続・数値を表で整理してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,家賃滞納：滞納督促と滞納時の対応の比較の試験引っかけは？,家賃滞納：滞納督促と滞納時の対応の比較では主体逆転・手続省略・数値混同の肢に注意し、用語集と条文で確認してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,家賃滞納：滞納督促と滞納時の対応の比較の対策は？,家賃滞納：滞納督促と滞納時の対応の比較の比較表・数値表・誤答パターン表を作成し、過去問を反復してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,家賃滞納：滞納督促と滞納時の対応の比較の確認先は？,用語集と賃貸住宅管理業法・借地借家法・協議会要項を参照してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,
kanri-houkoku-sho-cmp-s40,管理報告書：管理事務報告書と管理受託契約の比較,賃貸住宅管理業法,管理事務報告書;管理受託契約,管理報告書（基礎整理）として管理事務報告書と管理受託契約の関係を整理します。,管理事務報告書（頻出論点）;管理受託契約（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""管理事務報告書の論点"", ""管理受託契約の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「管理事務報告書＝管理受託契約」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",管理報告書：管理事務報告書と管理受託契約の比較｜賃貸不動産経営管理士,管理報告書の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,管理事務報告書と管理受託契約を分離;主体確認;書面・届出;試験の正誤肢に注意,管理事務報告書＝管理受託契約;主体逆転;手続省略;試験の正誤肢に注意,「管理事務報告書と管理受託契約を分ける」。,管理事務報告書;管理受託契約,管理報告書：管理事務報告書と管理受託契約の比較の要点は？,管理報告書（基礎整理）として管理事務報告書と管理受託契約の関係を整理します。主体・手続・数値を表で整理してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,管理報告書：管理事務報告書と管理受託契約の比較の試験引っかけは？,管理報告書：管理事務報告書と管理受託契約の比較では主体逆転・手続省略・数値混同の肢に注意し、用語集と条文で確認してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,管理報告書：管理事務報告書と管理受託契約の比較の対策は？,管理報告書：管理事務報告書と管理受託契約の比較の比較表・数値表・誤答パターン表を作成し、過去問を反復してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,管理報告書：管理事務報告書と管理受託契約の比較の確認先は？,用語集と賃貸住宅管理業法・借地借家法・協議会要項を参照してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,
it-jusetsu-unyou-cmp-s40,IT重説運用：IT重説と管理受託契約重要事項説明の比較,賃貸住宅管理業法,IT重説;管理受託契約重要事項説明,IT重説運用（基礎整理）としてIT重説と管理受託契約重要事項説明の関係を整理します。,IT重説（頻出論点）;管理受託契約重要事項説明（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""IT重説の論点"", ""管理受託契約重要事項説明の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「IT重説＝管理受託契約重要事項説明」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",IT重説運用：IT重説と管理受託契約重要事項説明の比較｜賃貸不動産経営管理士,IT重説運用の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,IT重説と管理受託契約重要事項説明を分離;主体確認;書面・届出;試験の正誤肢に注意,IT重説＝管理受託契約重要事項説明;主体逆転;手続省略;試験の正誤肢に注意,「IT重説と管理受託契約重要事項説明を分ける」。,IT重説;管理受託契約重要事項説明,IT重説運用：IT重説と管理受託契約重要事項説明の比較の要点は？,IT重説運用（基礎整理）としてIT重説と管理受託契約重要事項説明の関係を整理します。主体・手続・数値を表で整理してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,IT重説運用：IT重説と管理受託契約重要事項説明の比較の試験引っかけは？,IT重説運用：IT重説と管理受託契約重要事項説明の比較では主体逆転・手続省略・数値混同の肢に注意し、用語集と条文で確認してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,IT重説運用：IT重説と管理受託契約重要事項説明の比較の対策は？,IT重説運用：IT重説と管理受託契約重要事項説明の比較の比較表・数値表・誤答パターン表を作成し、過去問を反復してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,IT重説運用：IT重説と管理受託契約重要事項説明の比較の確認先は？,用語集と賃貸住宅管理業法・借地借家法・協議会要項を参照してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,
sublease-koushin-cmp-s40,サブリース更新：サブリース契約と特定賃貸借契約の比較,賃貸経営・PM/AM,サブリース契約;特定賃貸借契約,サブリース更新（基礎整理）としてサブリース契約と特定賃貸借契約の関係を整理します。,サブリース契約（頻出論点）;特定賃貸借契約（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""サブリース契約の論点"", ""特定賃貸借契約の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「サブリース契約＝特定賃貸借契約」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",サブリース更新：サブリース契約と特定賃貸借契約の比較｜賃貸不動産経営管理士,サブリース更新の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,サブリース契約と特定賃貸借契約を分離;主体確認;書面・届出;試験の正誤肢に注意,サブリース契約＝特定賃貸借契約;主体逆転;手続省略;試験の正誤肢に注意,「サブリース契約と特定賃貸借契約を分ける」。,サブリース契約;特定賃貸借契約,サブリース更新：サブリース契約と特定賃貸借契約の比較の要点は？,サブリース更新（基礎整理）としてサブリース契約と特定賃貸借契約の関係を整理します。主体・手続・数値を表で整理してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,サブリース更新：サブリース契約と特定賃貸借契約の比較の試験引っかけは？,サブリース更新：サブリース契約と特定賃貸借契約の比較では主体逆転・手続省略・数値混同の肢に注意し、用語集と条文で確認してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,サブリース更新：サブリース契約と特定賃貸借契約の比較の対策は？,サブリース更新：サブリース契約と特定賃貸借契約の比較の比較表・数値表・誤答パターン表を作成し、過去問を反復してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,サブリース更新：サブリース契約と特定賃貸借契約の比較の確認先は？,用語集と賃貸住宅管理業法・借地借家法・協議会要項を参照してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,
kasai-taiou-cmp-s40,火災対応：火災保険と住宅用火災警報器の比較,管理実務,火災保険;住宅用火災警報器,火災対応（基礎整理）として火災保険と住宅用火災警報器の関係を整理します。,火災保険（頻出論点）;住宅用火災警報器（逆転肢）,"[{""axis"": ""主体（定義・目的）"", ""cols"": [""火災保険の論点"", ""住宅用火災警報器の論点""]}, {""axis"": ""目的（定義・目的）"", ""cols"": [""試験頻出"", ""実務連動""]}, {""axis"": ""手続（定義・目的）"", ""cols"": [""書面・説明"", ""契約・届出""]}, {""axis"": ""試験（定義・目的）"", ""cols"": [""「火災保険＝住宅用火災警報器」"", ""「同一制度」""]}, {""axis"": ""混同（定義・目的）"", ""cols"": [""主体逆転"", ""法令取違え""]}]",火災対応：火災保険と住宅用火災警報器の比較｜賃貸不動産経営管理士,火災対応の基礎整理として主体・手続・数値を表で整理し、過去問の言い換え肢に対応できるようにしてください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,火災保険と住宅用火災警報器を分離;主体確認;書面・届出;試験の正誤肢に注意,火災保険＝住宅用火災警報器;主体逆転;手続省略;試験の正誤肢に注意,「火災保険と住宅用火災警報器を分ける」。,火災保険;住宅用火災警報器,火災対応：火災保険と住宅用火災警報器の比較の要点は？,火災対応（基礎整理）として火災保険と住宅用火災警報器の関係を整理します。主体・手続・数値を表で整理してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,火災対応：火災保険と住宅用火災警報器の比較の試験引っかけは？,火災対応：火災保険と住宅用火災警報器の比較では主体逆転・手続省略・数値混同の肢に注意し、用語集と条文で確認してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,火災対応：火災保険と住宅用火災警報器の比較の対策は？,火災対応：火災保険と住宅用火災警報器の比較の比較表・数値表・誤答パターン表を作成し、過去問を反復してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,火災対応：火災保険と住宅用火災警報器の比較の確認先は？,用語集と賃貸住宅管理業法・借地借家法・協議会要項を参照してください。数値・日程・合格基準は一般社団法人賃貸不動産経営管理士協議会（www.chintaikanrishi.jp）の試験要項で必ずご確認ください。,
